,nor_esm2,cnrm_esm2_1,mpi_esm1_2,miroc6,access_esm1_5,can_esm5,mri_esm2_0,model_mean
2053-12-31,0.7655505,0.81387407,0.6477776,0.95198375,0.51178396,0.053381406,0.8673053,0.71852565
2054-12-31,0.76445305,0.81204605,0.66557467,0.951814,0.511452,0.059987385,0.85857755,0.7203909
2055-12-31,0.76484627,0.81020176,0.68704015,0.95130473,0.5283826,0.08145002,0.8504708,0.7264932
2056-12-31,0.7662641,0.8100687,0.7109913,0.95130473,0.5054922,0.08727313,0.84360975,0.7270216
2057-12-31,0.76997674,0.80822116,0.6992529,0.95130473,0.46382877,0.06271278,0.8370292,0.7170099
2058-12-31,0.76632535,0.8084437,0.6913711,0.95130473,0.42774957,0.05091364,0.8289488,0.7082579
2059-12-31,0.7600403,0.8066643,0.67688364,0.95130473,0.4312347,0.040900793,0.81929445,0.70331246
2060-12-31,0.75514764,0.80573004,0.66907835,0.95125085,0.43408516,0.03327966,0.8098408,0.6999705
2061-12-31,0.74674994,0.8040822,0.67440987,0.9502373,0.43194732,0.029262949,0.8007031,0.6975369
2062-12-31,0.7334186,0.79808366,0.6729375,0.9481843,0.42427284,0.032387998,0.7890734,0.69136655
2063-12-31,0.73274994,0.79193854,0.6649458,0.9480711,0.4198736,0.039115265,0.77667576,0.68695474
2064-12-31,0.7250371,0.7855916,0.65570056,0.9480711,0.40514195,0.033545867,0.76687944,0.6792641
2065-12-31,0.7191446,0.78319615,0.6527053,0.9480711,0.40019664,0.030586893,0.76000756,0.6756716
2066-12-31,0.724485,0.77790457,0.6390586,0.9480043,0.4195506,0.038530566,0.7514563,0.67542815
2067-12-31,0.7150457,0.77370965,0.62484384,0.9463057,0.42910108,0.030145578,0.7442236,0.67051524
2068-12-31,0.7059182,0.77108204,0.6160817,0.9447197,0.4391133,0.028764037,0.73186296,0.66682726
2069-12-31,0.7051917,0.7701688,0.6216848,0.94423443,0.4180488,0.021088893,0.72313714,0.6629488
2070-12-31,0.7026545,0.7657088,0.649314,0.94374925,0.41070378,0.020148667,0.7114769,0.66393703
2071-12-31,0.68785733,0.7586666,0.6485115,0.9435551,0.42356968,0.01732799,0.7028656,0.6607624
2072-12-31,0.68465114,0.7519763,0.64632106,0.9417758,0.42318037,0.011282703,0.69298214,0.656771
2073-12-31,0.67439604,0.7461762,0.62476903,0.9411873,0.4117634,0.011282703,0.68561673,0.64761454
2074-12-31,0.66821843,0.73940563,0.6200915,0.9400194,0.422665,0.011282703,0.68004423,0.6452498
2075-12-31,0.666812,0.73498416,0.619719,0.939278,0.39024085,0.010655886,0.66974145,0.6379837
2076-12-31,0.6699563,0.7304681,0.61623347,0.939278,0.391236,0.007521802,0.66435367,0.6363494
2077-12-31,0.6668258,0.7229325,0.60051537,0.939278,0.443845,0.00783521,0.65906507,0.6388055
